IE_XML_ID;IE_NAME
13789;Yealink VC Desktop
13788;Yealink VC880
13787;Yealink VC200-WP
13786;Yealink VC200
13785;Yealink VC500-Exclude Mic
13783;Yealink VC500 Pro-Exclude Mic
13782;Yealink VC500-Wireless Micpod-WP
13779;Yealink VC500-Wireless Micpod
13777;Yealink VC500-Phone-Wired-WP
13775;Yealink VC500-Phone-Wired
13773;Yealink VC800-Exclude Mic
13772;Yealink VC800-Phone-WP
13771;Yealink VC800-Phone-Wireless
13393;Yealink VDK400
13391;Yealink VDK120
13376;Yealink VDK110
13178;Grandstream GVC3210
12864;Yealink CAM50
12705;Panasonic KX-VC2000
12702;Panasonic KX-VC1000
11857;Yealink VC800
11426;Yealink VC120-12X-VCP41-8way
11425;Yealink VC120-12X-VCP41
11424;Yealink VC120-12X-VCM30-8way
11423;Yealink VC120-12X-VCM30
11422;Yealink VC110-VCP41
11210;Panasonic KX-VC300CX
11208;Panasonic KX-VC1600
11154;Panasonic KX-VC1300
10830;Grandstream GVC3202
10220;Yealink VC120-VCM60
10218;Yealink VC120-VCP40
10217;Yealink VC400-VCP40
8542;OpenVox DGW-1002
8541;OpenVox DGW-1004
8540;OpenVox DGW-1004R
8539;OpenVox DGW-1002R
8538;OpenVox DGW-1001R
8537;OpenVox DGW-1001
8083;Grandstream GXW-4248
8082;Grandstream GXW-4232
8081;Grandstream GXW-4224
8080;Grandstream GXW-4216
8079;Grandstream GXW-4008
8078;Grandstream GXW-4004
8077;Grandstream GXW-4108
8076;Grandstream GXW-4104
7744;DBL RoIP 102
7743;DBL RoIP 302M
7741;DBL RoIP 302
7735;DBL GS1
7734;DBL GoIP 8
7733;DBL GoIP 4
7732;DBL GoIP 32
7731;DBL GoIP 16
7729;DBL GoIP 1
7527;OpenVox VS-GW1200-8S
7519;OpenVox WGW1002G
7515;OpenVox VS-GW1202-4G
7514;OpenVox VS-GW1200-4G
7493;Hanlong Unicorn 6040
7453;Mocet IG7200
7401;Yeastar NeoGate TG1600
7400;Yeastar NeoGate TA800
7399;Yeastar NeoGate TA1600
7392;Yeastar NeoGate TA2400
7391;Yeastar NeoGate TA3200
7389;Yeastar NeoGate TA400
7388;Yeastar NeoGate TA810
7387;Yeastar NeoGate TA410
6167;Hanlong Unicorn 6080
6058;Yeastar NeoGate TE200
5156;Hanlong Unicorn 6008
5143;Hanlong Unicorn 6004
5011;АГАТ GT-3410
5010;АГАТ GT-3420
4794;Yeastar NeoGate TG100
4793;Yeastar NeoGate TG800
4792;Yeastar NeoGate TG400
4790;Yeastar NeoGate TG200
4789;Yeastar NeoGate TB400
4788;Yeastar NeoGate TE100
4787;D-Link DVG-7111S
4786;D-Link DVG-7062S
4785;D-Link DVG-7044S
4784;D-Link DVG-7022S
4783;D-Link DVG-6008S
4782;D-Link DVG-6004S
4781;D-Link DVG-5112S
4774;Digium G800F
4773;Digium G400F
4772;Digium G100F
4771;Digium
4770;D-Link DVG-5008S
4769;D-Link DVG-5004S
4768;D-Link DVG-3032S
4767;D-Link DVG-3016S
4766;D-Link DVG-2032S/16CO/C1A
4765;D-Link DVG-2024S
4752;Digium G200F
4732;AudioCodes M2K-D5
4731;AudioCodes M2K-D4
4730;AudioCodes M2K-D3
4729;AudioCodes M2K-D2
4728;AudioCodes M2K-D1
4727;AudioCodes M1K-D3
4726;AudioCodes M1K-D2
4725;AudioCodes M1K-D1
4724;AudioCodes M600/1Span/FB
4723;AudioCodes M600/1Span/FS
4722;AudioCodes M600/2Span
4721;AudioCodes M600/1Span
4714;AudioCodes MP124/24S/AC/SIP
4713;AudioCodes MP124/16S/AC/SIP
4712;AudioCodes MP118/8O/SIP
4711;AudioCodes MP118/4S/4O/SIP
4710;AudioCodes MP118/8S/SIP
4709;AudioCodes MP114/4O/SIP
4708;AudioCodes MP114/2S/2O/SIP
4707;AudioCodes MP114/4S/SIP
4706;AudioCodes MP112/2S/SIP
15473;Аргут RoIP-06
15472;Аргут RoIP-04
14869;DBL GoIP 8-3G
14867;DBL GoIP 8-4G
11981;Yeastar NeoGate TA1610
11011;Yeastar NeoGate TG100W
11010;Yeastar NeoGate TG200W
11009;Yeastar NeoGate TG400W
11007;Yeastar NeoGate TG800W
10498;Аргут RoIP-01
9156;Yeastar TA200
9145;Yeastar TA100
11448;Fanvil G200S
11447;Fanvil G100S
11305;Grandstream HT-812
11303;Grandstream HT-802
11205;Grandstream HT-814
11123;Grandstream HT-704
11122;Grandstream HT-702
11120;Grandstream HT-701
11119;Grandstream HT-503
11118;Grandstream HT-502
7748;DBL 922T
7747;DBL 912T
7746;DBL 882
7745;DBL 842T
7712;Atcom MP01
7711;Atcom AG198N
7532;Hanlong Unicorn 3101
7530;Hanlong Unicorn 3002
7529;Hanlong Unicorn 3001
5144;Hanlong Unicorn 3112
13887;Fanvil PA2
12112;Grandstream HT-801
5479;Jabra GN2000 Mono NC WB (wideband) (2013-82-04)
5478;Jabra GN2000 Mono SoundTube Narrow Band (2003-320-104)
5477;Jabra BIZ 2400 Duo
5476;Jabra BIZ 2400 Duo (II)
5475;Jabra BIZ 2400 Duo (II)
5474;Jabra BIZ 2400 Duo (II)
5473;Jabra BIZ 2400 Duo (II)
5472;Jabra BIZ 2400 Mono (II) 3-in-1
5471;Jabra BIZ 2400 Mono (II) 3-in-1
5470;Jabra BIZ 2400 Mono 3-in-1 (II)
5469;Jabra BIZ 2400 (II) Mono 3-in-1
5468;Jabra BIZ 2400 Mono 3-in-1 (2406-320-104)
5465;Jabra BIZ 2300 USB UC Microsoft Lync Mono
5464;Jabra BIZ 2300 USB Microsoft Lync Duo
5463;Jabra BIZ 2300 QD Mono Unify
5462;Jabra BIZ 2300 QD Duo Unify
5461;Jabra BIZ 2300 QD Mono
5460;Jabra BIZ 2300 QD Duo
5459;Plantronics EncorePro BNC (PL-HW301N)
5458;Plantronics EncorePro NC (PL-HW291N)
5457;Plantronics SupraPlus Wideband (PL-HW251N)
5456;Plantronics SupraPlus Wideband (PL-HW261N)
5455;Plantronics SupraPlus Wideband (PL-HW251)
5454;Plantronics SupraPlus Wideband (PL-HW261)
5453;Plantronics Entera NC
5452;Plantronics Entera BNC
5451;Plantronics U10P-S
5450;Plantronics HIC-1
5449;Plantronics CAB-PC
5448;Plantronics CAB-Y
5421;Plantronics А10
5420;Plantronics МО300
5419;Plantronics MDA200
5418;Plantronics DM15
5417;Plantronics M22
5416;Plantronics IP40
5415;Plantronics SupraPlus NC Wideband USB
5414;Plantronics SupraPlus BNC Wideband
5413;Plantronics BlackWire C620-M
5404;Plantronics Blackwire C320
5403;Plantronics Blackwire C310
5402;Plantronics BlackWire C420
5400;Plantronics BlackWire C520
5155;Hanlong A310 IP
5154;Hanlong A320 HD IP3
5153;Hanlong UC40
13929;Snom A100D
12109;Jabra EVOLVE 30 MS Stereo USB
12108;Jabra EVOLVE 30 MS Mono USB
11199;Jabra GN9120 DECT
11198;Jabra GN9120 Flex Alcatel
11197;Jabra GN9120 Duo Flex EHS
11192;Jabra GN9120 Midi NF
11191;Jabra GN9120 Flex EHS
11190;Jabra GN9120 Duo Flex
11189;Jabra GN9120 Midi
11188;Jabra GN9120 Flex
11187;Jabra Stealth UC
11184;Jabra MOTION OFFICE
11183;Jabra MOTION UC+
11182;Jabra MOTION UC
11178;Jabra PRO 935 MS
11177;Jabra PRO 925 BT
11176;Jabra PRO 930 Duo
11175;Jabra PRO 930 Lync
11174;Jabra PRO 920 Duo
11173;Jabra PRO 920
11171;Jabra PRO 9450 Duo EMEA
11170;Jabra PRO 9450 Flex EMEA
11167;Jabra UC VOICE 550 Mono
11166;Jabra UC VOICE 250
11163;Jabra EVOLVE 80
11162;Jabra EVOLVE 65 Mono
11161;Jabra EVOLVE 65 Stereo
11160;Jabra EVOLVE 40 Mono
11159;Jabra EVOLVE 40 Stereo
11158;Jabra EVOLVE 30 II Stereo
11157;Jabra EVOLVE 30 II Mono
11156;Jabra EVOLVE 20 Mono
11049;Jabra EVOLVE 20 Stereo
11048;Jabra BIZ 1500 Duo USB
11047;Jabra BIZ 1500 Mono USB
11046;Jabra BIZ 1500 Duo
11045;Jabra BIZ 1500 Mono
11043;Jabra BIZ 2400 II Duo USB 3-1
10958;Jabra BIZ 2400 II Mono USB 3-1
10957;Jabra BIZ 2400 II Mono USB 3 в 1
10956;Jabra BIZ 2400 II Duo USB
8300;Atcom H012A
8299;Atcom H011A
5719;Plantronics CS540
5718;Plantronics CS540/HL10
5717;Plantronics CS530/HL10
5713;Plantronics Blackwire 435
5712;Plantronics Blackwire C710
5711;Plantronics Blackwire C710-M
5710;Plantronics Blackwire C720
5709;Plantronics Blackwire C720-M
5708;Plantronics CS510/HL10
5707;Plantronics CS510
5706;Plantronics CS520/HL10
5705;Plantronics CS520
5704;Plantronics CS530
5703;Plantronics .Audio 655 DSP
5702;Plantronics .Audio 648
5701;Plantronics Audio 646 DSP
5700;Plantronics .Audio 628
5699;Plantronics .Audio 622
5698;Plantronics .Audio 478
5697;Plantronics .Audio 355
5696;Plantronics .Audio 345
5695;Plantronics .Audio 326
5694;Jabra SUPREME UC
5693;Jabra PRO 9460 Duo
5692;Jabra PRO 9470
5691;Jabra PRO 9465 DUO
5690;Jabra PRO 9460 Mono
5689;Jabra PRO 9450 EMEA
5688;Jabra PRO 930 USB
5687;Plantronics Audio 995
5602;Jabra BIZ 2300 USB UC Mono
5601;Jabra BIZ 2300 USB UC Duo
5600;Jabra GN1900 Mono NC
5599;Jabra GN1900 Duo NC
5536;Jabra GN2100 Duo
5535;Jabra GN2100 Duo
5534;Jabra GN2100 Duo VoIP
5533;Jabra GN2100 Duo
5532;Jabra GN2100 Duo
5531;Jabra GN2100 Duo
5530;Jabra GN2100 Duo
5529;Jabra GN2100 with Telecoil
5528;Jabra GN2100 3-в-1
5527;Jabra GN2100 3-в-1
5526;Jabra GN2100 3-в-1
5525;Jabra GN2100 3-в-1
5524;Jabra GN2100 3-в-1
5523;Jabra GN2100 3-в-1
5522;Jabra GN2100 3-в-1
5521;Jabra BIZ 2400 Duo USB
5520;Jabra GN2000 Stereo USB NC
5519;Jabra GN2000 USB CIPC Duo
5518;Jabra GN1900 USB Duo
5517;Jabra UC Voice 750 Duo Light
5516;Jabra UC Voice 750 Duo Dark
5515;Jabra UC voice 550 duo
5514;Jabra UC VOICE 150 duo
5513;Jabra GN2000 USB CIPC Mono
5512;Jabra GN2000 USB Mono NC
5511;Jabra GN1900 USB Mono
5510;Jabra UC Voice 750 Mono Drk
5509;Jabra UC Voice 750 Mono Light
5508;Jabra UC voice 550 mono
5507;Jabra UC VOICE 150 mono
5506;Jabra GN2000 Duo SoundTube Narrow Band
5505;Jabra GN2000 Duo Narrow Band
5504;Jabra GN2000 Duo, SoundTube (2019-02-04)
5481;Jabra GN2000 Duo WB (wideband) (2019-82-04)
5480;Jabra GN2000 (2003-820-104)
5405;Plantronics BlackWire C610M
5401;Plantronics BlackWire C510
4547;Snom PA-1
4542;Snom HS-MM2
4085;Fanvil HT101
3898;Mairdi MRD-QD011
3897;Mairdi MRD-USB001
3896;Mairdi MRD-QD012
3895;Mairdi MRD-QD005
3894;Mairdi MRD-QD005
3893;Mairdi MRD-QD002(A)
3892;Mairdi MRD-QD002
3891;Mairdi MRD-609D
3889;Mairdi MRD-609
3888;Mairdi MRD-512DS
3887;Mairdi MRD-512S
3886;Mairdi MRD-510DS
3885;Mairdi MRD-510S
3884;Mairdi MRD-509DS
3883;Mairdi MRD-509S
3882;Mairdi MRD-308DS
3881;Mairdi MRD-308S
3880;Yealink YHS32
15055;Jabra Evolve 65 Stereo Charging Stand MS/UC
15054;Jabra Engage 65 Stereo
15053;Jabra Engage 65 Mono
15051;Jabra Engage 75 Stereo
15050;Jabra Engage 75 Mono
15048;Jabra Engage 50 Stereo
15047;Jabra Engage 50 Mono
15046;Jabra EVOLVE 65t
15044;Jabra EVOLVE 65e
15043;Jabra EVOLVE 75e
14916;Yealink CP900
14844;Fanvil HT202 Duo
14842;Fanvil HT201 Mono
14693;Snom A150
13901;Snom A100M
13869;Snom A170
12875;Yealink YHS33
12762;Panasonic RP-TCA430E-S
12761;Panasonic RP-TCA400E-K
12106;Jabra Speak 510 MS
12105;Jabra Speak 410 MS
12104;Jabra Speak 810 UC
12103;Jabra Speak 810 MS
11777;Jabra Evolve 75 Stereo UC
11776;Jabra Speak 710 UC
11775;Jabra Speak 710 MS
11773;Jabra Evolve 75 Stereo MS
11200;Mairdi MRD-QD004(A)
11114;Mairdi MRD-M9
11113;Mairdi MRD-805 DUC
11112;Mairdi MRD-805
11111;Mairdi MRD-609DS
11110;Mairdi MRD-609S
8297;Дополнительная трубка к IP телефону Atcom AT-610
7740;DBL SMB32
7739;DBL SMB128
3968;Yealink BT40
14694;Snom A210
14275;Htek EHS30
13948;Snom 7xx Adapter cable EHS
13947;Snom EHS Wireless Headset Adapter
13946;Snom ACPJ25
13945;Snom ACPJ
13944;Snom ACUSB
13912;Fanvil IW30
13898;Snom PA1 Accessory
13897;Snom PA1
13883;Snom Handsetwire
13881;Snom Handset Complete
13866;Snom A230
12876;Yealink CPN10
8102;Gigaset N720 PSU
6919;LG-ERICSSON LIP-ADPT
6918;LG-ERICSSON SL-A14ER6
6814;LG-ERICSSON CM-1URMC.STG
6813;LG-ERICSSON CM-PSUA.STG
6812;LG-ERICSSON CM-PSUD.STG
6767;LG-Ericsson LIK-PSU
4148;Escene AD300
4147;Escene AD200
13899;Snom PSU for Meeting Point
13893;Snom A5
13892;Snom PSU M-SC-HS
13890;Snom PSU M-SC-base
13888;Snom Battery for M65/M85/C50
13878;Snom 10W PSU-A6 EU
12879;Yealink PSU 5VDC 600mA
12878;Yealink PSU 5VDC,1.2A
12877;Yealink PSU 5VDC,2A
12873;Yealink YLPOE30
9164;LG-Ericsson LIP-9024WMB
9163;LG-Ericsson LIP-9000WMB
9162;LG-Ericsson LIP-9002WMB
6823;LG-ERICSSON CS-LB-CABLE.STG
6797;LG-ERICSSON D162-5MC2
6796;LG-ERICSSON D162-5MC1
6795;LG-ERICSSON I300-WHLD.STG
6771;LG-Ericsson I300-DHLD.STG
6770;LG-Ericsson I300-DHE.STG
6769;LG-Ericsson LIK-WBRKE
6768;LG-Ericsson LIK-1URMB
13895;Snom A700
13879;Snom Wall Mount D120
12881;Кронштейн для Yealink EXP40
12880;Кронштейн для Yealink T4 series
7367;Yealink CPE80
4546;Snom Microphones
13885;Snom Conference C520 Microphone
13868;Snom Conference Bundle: C52-SP + A230
13867;Snom C52-SP
12872;Yealink CPE90
12870;Yealink CPW90
11212;Panasonic KX-VCA002X
11211;Panasonic KX-VCA001X
16019;Yealink WF50
16017;Yealink EXP43
16024;Yealink EHS40
16022;Yealink DD10K
16021;Yealink BT41
9319;Yealink EXP20
9161;LG-Ericsson LIP-9000BTMU
9155;LG-Ericsson LIP-9024LSS
9154;LG-Ericsson LIP-9024DSS
9153;LG-Ericsson LIP-9012DSS
8552;OpenVox FXOS200
8551;OpenVox FXS401
8550;OpenVox FXS402
8549;OpenVox FXO402
8548;OpenVox FXO401
8547;OpenVox FXO400
8546;OpenVox FXS400
8545;OpenVox FXS100
8544;OpenVox FXO100
8533;RTX G.729
8330;Atcom AX-1D
8298;Atcom EX-20
8256;Atcom AXE-1600P
8255;Atcom AX-4E
8136;OpenVox VS-2120
8135;OpenVox VS-1600
8134;OpenVox VS-1202
8116;Yeastar YE110
8115;Yeastar TDM800
8114;OpenVox VS-GWM800S
8113;OpenVox VS-GWM400G
7681;Atcom AXE-800P
7679;Atcom AXE-4D
7678;Atcom AXE-400P
7677;Atcom AXE-2D
7676;Atcom AXE-1D
7675;Atcom AX-1600P
7674;Atcom AX-800P
7673;Atcom AX-4S
7672;Atcom AX-4G
7671;Atcom AX-4D
7670;Atcom AX-2D
7669;Atcom AX-4B
7644;Atcom AX-400P
7643;Atcom AX-1E
7618;Atcom AX-2G4A
7402;Yeastar GM8
7284;Atcom Rainbow E
7212;Atcom EC64
7211;Atcom EC32
7210;Atcom EC128
7209;Atcom GX01
7208;Atcom AX-210XS
7207;Atcom AX-210X
7206;Atcom AX-210S
7205;Atcom AX-110X
7204;Atcom AX-110S
7201;Atcom G01
7193;Mocet EDM
6916;LG-ERICSSON LIP-8000 BTMU
6915;LG-ERICSSON LIP-8040LSS
6914;LG-ERICSSON LIP-8012LSS
6913;LG-ERICSSON LIP-8048DSS
6912;LG-ERICSSON LIP-8012DSS
6893;LG-ERICSSON IP8800-WFMU.STGBK
6892;LG-ERICSSON IP8800-BTMU.STGBK
6891;LG-ERICSSON 8800 DSS12L.STGBK
6890;LG-ERICSSON 8800 DSS12.STGBK
6868;LG-ERICSSON CM-SYNU.STG
6822;LG-ERICSSON CM-EMIU.STG
6820;LG-ERICSSON CM-COIU.STG
6819;LG-ERICSSON CM-MATM.STG
6818;LG-ERICSSON CM-ASLM-MW
6817;LG-ERICSSON CM-ASLM
6816;LG-ERICSSON CM-VPCM
6815;LG-ERICSSON CM-MDTM2
6810;LG-ERICSSON CM-LCDU.STG
6809;LG-ERICSSON CM-LANU.STG
6766;LG-ERICSSON LIK-MCKTE
6764;LG-Ericsson LIK-ADPT
6677;LG-Ericsson I300-RSGM
6676;LG-Ericsson I300-POE8
6675;LG-ERICSSON LIK-VMIM
6674;LG-ERICSSON LIK-MCIM
6673;LG-ERICSSON LIK-WTIM8
6672;LG-Ericsson LIK-WTIM4
6671;LG-ERICSSON LIK-DTIM24
6670;LG-Ericsson LIK-DTIM8
6669;LG-ERICSSON LIK-SLTM32
6668;LG-ERICSSON LIK-SLTM8
6667;LG-Ericsson LIK-SLTM4
6666;LG-ERICSSON LIK-VOIM24
6665;LG-Ericsson LIK-VOIM8
6664;LG-ERICSSON LIK-BRIM4
6663;LG-Ericsson LIK-BRIM2
6662;LG-ERICSSON LIK-PRIM
6661;LG-Ericsson LIK-LGCM8
6660;LG-Ericsson LIK-LGCM4
6188;LG-Ericsson SBG-1K-CSIU.STG
6187;LG-Ericsson SBG-1K-BRI2.STG
6186;LG-Ericsson SBG-1K-BRIU.STG
6185;LG-Ericsson SBG-1K-CIU4.STG
6184;LG-Ericsson SBG-1K-CIU2.STG
6183;LG-Ericsson SBG-1K-CIU1.STG
5065;Zycoo 32EC
5064;Zycoo UMTS 3G
5063;Zycoo 4BRI
5060;Zycoo 1FXOS
5059;Zycoo 2FXO
5058;Zycoo 2FXS
5057;Zycoo 2FXOS
5056;Zycoo 4FXO
5055;Zycoo PRI
5054;Zycoo 4FXS
4545;Snom Vision
4544;Snom Keypad
4274;Panasonic KX-NT305X
4146;Escene ESM 32
4090;Fanvil C10
3972;Yealink EXP38
3971;Yealink EXP39
3970;Yealink EXP40
3969;Yealink RT10
3877;Yeastar B2
3876;Yeastar UMTS
3874;Yeastar SO
3873;Yeastar S2
3872;Yeastar O2
14912;Grandstream GBX20
14423;Escene BWM36
14276;Htek UC46
13863;Snom D7 White
12760;Panasonic KX-NSX2135X
12759;Panasonic KX-NSX2136X
12758;Panasonic KX-NSX2137X
12757;Panasonic KX-NSX2138X
12756;Panasonic KX-NS0110X
12755;Panasonic KX-NS0111X
12754;Panasonic KX-NS0112X
12752;Panasonic KX-NS0130X
12751;Panasonic KX-NS0132X
12748;Panasonic KX-NS0135X
12747;Panasonic KX-NS0136X
12746;Panasonic KX-NS0137X
12745;Panasonic KX-NS0161X
12744;Panasonic KX-NS0280X
12743;Panasonic KX-NS0290CE
12742;Panasonic KX-NS5110X
12741;Panasonic KX-NS5111X
12740;Panasonic KX-NS5112X
12736;Panasonic KX-NS5134X
12735;Panasonic KX-NS5135X
12730;Panasonic KX-NS8290CE
12728;Panasonic KX-NS8188X
12723;Panasonic KX-NT305X-B
12721;Panasonic KX-NT303X
12686;Panasonic KX-NS5136X
12683;Panasonic KX-NS5162X
12681;Panasonic KX-NS5290CE
12677;Panasonic KX-NS5180X
12676;Panasonic KX-NS5174X
12674;Panasonic KX-NS5173X
12671;Panasonic KX-NS5172X
12664;Panasonic KX-NS5171X
12663;Panasonic KX-NS5170X
12653;Panasonic KX-TDA0144XJ
12652;Panasonic KX-TDA0161XJ
12650;Panasonic KX-TDA0170XJ
12649;Panasonic KX-TDA0171XJ
12648;Panasonic KX-TDA0172XJ
12647;Panasonic KX-TDA0173XJ
12646;Panasonic KX-TE82494X
12645;Panasonic KX-TE82491X
12644;Panasonic KX-TE82480X
12642;Panasonic KX-TE82474X
12641;Panasonic KX-TE82460X
12639;Panasonic KX-TDE6101RU
12638;Panasonic KX-TDE0111XJ
12637;Panasonic KX-TDE0110XJ
12636;Panasonic KX-TDE0105XJ
12632;Panasonic KX-TDE0101RU
12631;Panasonic KX-TDA6382X
12630;Panasonic KX-TDA6381X
12629;Panasonic KX-TDA6178XJ
12628;Panasonic KX-TDA6166XJ
12627;Panasonic KX-TDA6111XJ
12626;Panasonic KX-TDA6110XJ
12625;Panasonic KX-TDA1178X
12624;Panasonic KX-TDA0290CJ
12623;Panasonic KX-TDA0196XJ
12621;Panasonic KX-TDA0194XJ
12619;Panasonic KX-TDA0193XJ
12618;Panasonic KX-TDA0191XJ
12617;Panasonic KX-TDA0190XJ
12616;Panasonic KX-TDA0188XJ
12615;Panasonic KX-TDA0181X
12614;Panasonic KX-TDA0180X
12613;Panasonic KX-TDA0177XJ
12600;Panasonic KX-TDA0174XJ
12598;Panasonic KX-NCP1290СJ
12597;Panasonic KX-NCP1190XJ
12596;Panasonic KX-NCP1173XJ
12590;Panasonic KX-NCP1172XJ
12589;Panasonic KX-NCP1171XJ
12588;Panasonic KX-NCP1170XJ
12110;Grandstream GXP 2000 EXT
12080;OpenVox A810EF
12079;OpenVox A810P
12077;OpenVox A810E
12076;OpenVox A800P
12074;OpenVox A800E
12073;OpenVox A400P
12072;OpenVox A400M
12070;OpenVox A400E
12068;OpenVox A2410P
12067;OpenVox A2410E
12066;OpenVox EC2032
12065;OpenVox A1610P
12063;OpenVox A1610E
12046;OpenVox A1200P
12044;Atcom Rainbow ET
12043;OpenVox VS-GWM400W
12014;Yeastar EX30
12011;Yeastar EX08
11980;Yealink EXP50
11315;Yeastar GM1
11314;Yeastar GM8W
11313;Yeastar WM1
11136;Yealink WF40
11130;Yealink EHS36
11129;Panasonic KX-T7740X
11128;Panasonic KX-DT590RU
11127;Panasonic KX-DT390RU-B
11106;Grandstream GXP2200 EXT
11085;Snom Expansion Module
11084;Snom D7
11083;Snom D3
11060;Panasonic KX-TDE620BX
11058;Panasonic KX-NS520RU
11039;Panasonic KX-NT307X
11038;Panasonic KX-NT505X
11037;Panasonic KX-NT303X-B
11036;Panasonic KX-HDV20RU
10130;Avaya IP500 Digital Station Module
10129;Avaya IP500 Phone Expansion Module
10128;Avaya IP500 Analog Trunk 16 Module
10127;Avaya IP500 BRI Trunk Card (Euro ISDN)
10125;Avaya IP500 Universal PRI Trunk Card
10124;Avaya IP500 Analog Trunk Card
10122;Avaya IP500 Combination Card with 2 BRI trunks
10121;Avaya IP500 Combination Card with 4 Analog Trunks
10119;Avaya IP500 UCM
10116;Avaya IP500 Legacy Card Carrier
10113;Avaya IP500 4-Port Expansion Card
10111;Avaya IP500 VCM Card
10110;Avaya IP500 Analog Phone 2 (8) Card
10109;Avaya IP500 Digital Station 8 Card
10066;Avaya 1200 Series Expansion Module
10053;Avaya 1100 Series Expansion Module
6867;LG-ERICSSON CML-SOSM
6866;LG-ERICSSON CML-COMS
6865;LG-ERICSSON CML-COMD
6864;LG-ERICSSON CML-IPCR-A
6863;LG-ERICSSON CML-IPCR-S
6862;LG-ERICSSON CML-IPATDS
6861;LG-ERICSSON CML-STAT
6860;LG-ERICSSON CML-NMS
6859;LG-ERICSSON CML-UCS
6858;LG-ERICSSON CML-SPD
6857;LG-ERICSSON CML-SPB
6856;LG-ERICSSON CML-BRIM4
6855;LG-ERICSSON CML-BRIM2
6854;LG-ERICSSON CML-PRIM
6853;LG-ERICSSON CML-VOIM24
6852;LG-ERICSSON CML-VOIM8
6851;LG-ERICSSON CML-MCIM
6850;LG-ERICSSON CML-VMIM
6849;LG-ERICSSON CML-LGCM8
6848;LG-ERICSSON CML-LGCM4
6847;LG-ERICSSON CML-DTIM24
6846;LG-ERICSSON CML-DTIM8
6845;LG-ERICSSON CML-SLTM32
6844;LG-ERICSSON CML-SLTM8
6843;LG-ERICSSON CML-SLTM4
6837;LG-ERICSSON CML-TAPI
6836;LG-ERICSSON CML-IP3EXT
6835;LG-ERICSSON CML-IPEXT
6834;LG-ERICSSON CML-UCTID
6833;LG-ERICSSON CML-UCTIS
6832;LG-ERICSSON CML-OCSSIP
6831;LG-ERICSSON CML-SCTI
6830;LG-ERICSSON CML-HOTEL
6829;LG-ERICSSON CML-QSIG
6828;LG-ERICSSON CML-S30K
6827;LG-ERICSSON CML-S10K
6826;LG-ERICSSON CML-S4K
6825;LG-ERICSSON CML-S2K-L
6824;LG-ERICSSON CML-S2K-S
6797;LG-ERICSSON D162-5MC2
6794;LG-ERICSSON IPCRT
6793;LG-ERICSSON LIK-ATDH
6792;LG-ERICSSON LIK-ATD
6791;LG-ERICSSON LIK-COMI
6790;LG-ERICSSON LIK-COMA
6789;LG-ERICSSON LIK-Fidelio
6788;LG-ERICSSON LIK-NMS
6787;LG-ERICSSON LIK-WP
6786;LG-ERICSSON UCS
6785;LG-ERICSSON LIK-SIPE
6784;LG-Ericsson LIK-SPD
6783;LG-Ericsson LIK-SP
6782;LG-ERICSSON LIK-TNLS
6781;LG-ERICSSON LIK-AIM.STG
6780;LG-ERICSSON I300-EZA
6779;LG-ERICSSON I300-IPN
6778;LG-ERICSSON I300-TAPI
6777;LG-ERICSSON LIK-2BRI
6776;LG-ERICSSON LIK-TNLSS
6775;LG-ERICSSON LIK-AIMS
6774;LG-ERICSSON LIK-EZAS
6773;LG-ERICSSON LIK-IPNS
6772;LG-ERICSSON LIK-TAPIS
6182;LG-Ericsson SBG-1K-IPN.STG
6181;LG-Ericsson IPCRC.STG
6180;LG-Ericsson IPCRS.STG
6179;LG-Ericsson LIP-WP.STG
6178;LG-Ericsson LIP-SPD.STGB
6177;LG-Ericsson LIP-SP.STGB
6176;LG-Ericsson SBG-1K-EZA.STG
6175;LG-Ericsson SBG-1K-TAPI.STG
6174;LG-Ericsson SBG-1K-SIPE.STG
6173;LG-Ericsson SBG-1K-EL24.STG
13896;Snom A729
8681;SkypeMate USB-B2K
7668;Panasonic KX-TS2368RUW
7667;Panasonic KX-TS2388RU
7666;Panasonic KX-TS2365RU
7665;Panasonic KX-TS2363RUW
7664;Panasonic KX-TS2362RUW
7663;Panasonic KX-TS2382RU
7662;Panasonic KX-TS2358RU
7661;Panasonic KX-TS2356RU
7660;Panasonic KX-TS2352RU
7659;Panasonic KX-TS2350RU
6902;LG-ERICSSON LKA-200WMK.STGBK
6901;LG-ERICSSON LKA-200C
6900;LG-ERICSSON LKA-200
6899;LG-ERICSSON GS-472H
6898;LG-Ericsson GS-472M
6897;LG-ERICSSON GS-472L
6896;LG-ERICSSON GS-460F
6895;LG-ERICSSON GS-5140
14946;LG-Ericsson LKA-220С
12699;Panasonic KX-TEM824RU
12698;Panasonic KX-TEB308RU
11143;Panasonic KX-T7735RU
11140;Panasonic KX-T7730RU
11139;Panasonic KX-DT546RU
11137;Panasonic KX-DT521RU
10076;Avaya B149
8647;Panasonic KX-TGH222RUB
8646;Panasonic KX-TGH212RUB
8645;Panasonic KX-TGH210RU
8643;Panasonic KX-PRL260RUB
8642;Panasonic KX-PRW120RUW
8641;Panasonic KX-PRS110RUW
8618;Panasonic KX-TG8621RUM
8617;Panasonic KX-TG8612RUM
8616;Panasonic KX-TG8611RUM
8615;Panasonic KX-TG8561RU
8614;Panasonic KX-TG8562RUW
8613;Panasonic KX-TG8552RUB
